,level_0,src,dst,index
211,679,commission,strengthen,1
212,229,concentrate,region,1
213,584,conduct,people,1
214,527,confirm,cameroon,2
215,528,confirm,crisis,1
216,529,confirm,region,1
217,50,conflict,system,1
218,79,congo,add,1
219,80,congo,cameroon,1
220,530,continue,cameroon,1
221,680,continue,cameroon,1
222,613,continue,child,4
223,289,continue,conflict,1
224,614,continue,conflict,1
225,615,continue,force,1
226,531,continue,party,1
227,51,continue,region,3
228,532,continue,region,3
229,533,continue,school,1
230,390,control,control,3
231,391,control,power,1
232,267,cost,conflict,1
233,130,council,anglophone,1
234,131,council,appear,3
235,820,council,call,1
236,421,council,force,1
237,821,council,keep,1
238,822,council,kill,1
239,823,council,look,1
240,824,council,realise,2
241,422,council,reduce,5
242,825,council,rule,1
243,423,council,say,1
244,826,council,train,1
245,764,course,focus,2
246,765,course,include,5
247,766,course,offer,4
248,767,course,prepare,1
249,719,cover,grass,1
250,557,crc,affect,9
251,558,crc,aim,1
252,559,crc,escalate,2
253,560,crc,reflect,3
254,561,crc,seek,1
255,681,deaths,become,1
256,682,deaths,engrave,1
257,683,deaths,grow,1
258,684,deaths,mandate,1
259,685,decide,ambazonia,1
260,686,decide,cameroon,2
261,534,declare,cameroon,1
262,535,declare,crisis,2
263,536,declare,party,1
264,537,declare,school,1
265,616,decrease,child,2
266,617,decrease,situation,1
267,720,defy,conflict,1
268,721,defy,insurgent,1
269,722,defy,lockdown,1
270,723,deny,insurgent,2
271,724,deny,region,1
272,725,deploy,insurgent,1
273,726,deploy,troop,1
274,585,detain,area,1
275,586,detain,communication,1
276,587,detain,country,1
277,588,detain,people,1
278,827,dialogue,call,1
279,828,dialogue,do,1
280,829,dialogue,keep,1
281,830,dialogue,rage,1
282,831,dialogue,rule,1
283,196,die,man,1
284,197,die,people,2
285,27,die,victim,1
286,147,display,cameroon,2
287,148,display,discrimination,1
288,149,display,factset,1
289,150,display,linguistic,2
290,52,disrupt,attack,1
291,53,disrupt,child,1
292,54,disrupt,region,1
293,55,disrupt,system,1
294,832,do,region,1
295,852,doualas,enterprise,1
296,853,doualas,flee,2
297,854,doualas,turn,1
298,485,echo,accept,1
299,486,echo,access,2
300,487,echo,increase,1
301,488,echo,leave,1
302,489,echo,need,3
303,461,edu,argue,1
304,462,edu,browse,1
305,463,edu,take,1
306,424,eke,crop,1
307,290,ekona,issue,1
308,291,ekona,need,1
309,647,english,cause,1
310,151,english,display,1
311,343,english,intensify,1
312,152,english,provide,1
313,648,english,refer,3
314,153,english,say,1
315,344,english,say,2
316,345,english,shun,1
317,346,english,tell,2
318,687,engrave,part,2
319,688,engrave,practice,1
320,464,enter,link,1
321,855,enterprise,conflict,1
322,856,enterprise,people,1
323,198,enyong,become,2
324,199,enyong,come,2
325,200,enyong,die,3
326,201,enyong,shoot,1
327,562,escalate,area,2
328,538,estimate,region,2
329,56,expand,capacity,2
330,57,expand,centre,1
331,58,expand,child,1
332,59,expand,region,4
333,60,expand,service,1
334,61,expand,system,2
335,589,explain,area,1
336,590,explain,cameroon,1
337,591,explain,conflict,1
338,592,explain,country,1
339,593,explain,people,1
340,376,explore,cameroon,2
341,377,explore,conflict,5
342,96,face,sheck,1
343,727,fear,conflict,1
344,594,fight,conflict,1
345,689,find,crisis,1
346,230,find,issue,1
347,231,find,region,1
348,857,flee,child,1
349,858,flee,people,1
350,859,flee,school,1
351,378,focus,conflict,3
352,768,focus,course,2
353,769,focus,discussion,3
354,97,focus,inbox,1
355,132,follow,group,1
356,268,fonki,read,1
357,292,force,conflict,1
358,792,force,people,1
359,425,force,region,2
360,793,france,hold,2
361,269,france,read,3
362,794,france,refer,2
363,270,france,say,1
364,595,gain,communication,1
365,596,gain,people,1
366,597,gain,region,2
367,618,gamba,continue,5
368,619,gamba,decrease,1
369,620,gamba,say,2
370,621,gamba,verify,7
371,690,germany,strengthen,1
372,691,germany,winner,1
373,154,get,cameroon,1
374,155,get,factset,1
375,156,get,linguistic,1
376,157,get,lipper,1
377,158,get,school,1
378,490,give,cameroon,2
379,491,give,group,1
380,492,give,issue,2
381,493,give,response,1
382,28,glen,identify,2
383,271,go,dialogue,1
384,232,governmentould,affect,1
385,494,governmentould,give,1
386,233,governmentould,increase,1
387,495,governmentould,increase,1
388,496,governmentould,need,3
389,319,grant,conflict,1
390,692,grow,cameroon,1
391,693,grow,crisis,2
392,81,hasxa6,add,5
393,82,hasxa6,say,2
394,539,highlight,cameroon,1
395,649,highlight,cameroon,1
396,795,hold,note,1
397,796,hold,region,2
398,797,hold,system,1
399,29,identify,coverage,4
400,30,identify,folder,1
401,31,identify,link,3
402,32,identify,victim,3
403,133,impose,conflict,2
404,392,imprison,country,1
405,393,imprison,journalist,1
406,379,include,analysis,2
407,380,include,cameroon,1
408,381,include,conflict,4
409,382,include,constraint,6
410,394,include,country,3
411,770,include,course,7
412,771,include,discussion,1
413,395,include,information,2
414,772,include,institution,3
415,383,include,interview,1
416,396,include,journalist,1
417,397,include,medium,1
418,398,include,network,1
419,399,include,power,1
420,400,include,surveillance,1
421,497,increase,crisis,1
422,498,increase,group,1
423,234,increase,issue,1
424,235,increase,population,1
425,499,increase,response,1
426,598,india,affect,2
427,599,india,detain,2
428,600,india,gain,1
429,601,india,lead,1
430,347,intensify,cameroon,1
431,348,intensify,resolution,1
432,349,intensify,violence,2
433,500,international,accept,1
434,501,international,access,1
435,236,international,affect,2
436,237,international,find,1
437,502,international,give,2
438,238,international,increase,1
439,503,international,increase,1
440,239,international,need,2
441,504,international,need,2
442,240,international,rely,1
443,505,international,rely,1
444,83,invest,nation,1
445,272,invite,conflict,1
446,273,invite,protester,1
447,401,iran,include,1
448,293,issue,conflict,5
449,294,issue,consequence,3
450,295,issue,crisis,1
451,296,issue,group,3
452,297,issue,people,2
453,298,issue,plan,1
454,299,issue,population,1
455,300,issue,region,1
456,426,jacquis,say,1
457,773,javascript,focus,1
458,774,javascript,include,1
459,798,join,cameroon,1
460,799,join,region,1
461,402,june,restrict,2
462,602,kashmir,affect,2
463,603,kashmir,detain,1
464,604,kashmir,explain,2
465,605,kashmir,gain,1
466,606,kashmir,take,1
467,833,keep,home,1
468,834,keep,peace,2
469,835,keep,region,2
470,836,keep,term,1
471,465,keme,link,1
472,466,keme,second,1
473,837,kill,soldier,1
474,838,kill,term,2
475,202,know,cameroon,3
476,134,know,group,1
477,203,know,group,1
478,204,know,separatist,1
479,205,labata,come,1
480,206,labata,know,1
481,207,labata,shoot,1
482,728,lafrique,deny,1
483,607,lead,cameroon,1
484,608,lead,country,1
485,403,leadershippresident,include,1
486,241,leave,conflict,2
487,506,leave,crisis,1
488,507,leave,group,1
489,839,look,cameroon,1
490,840,look,criticism,2
491,841,look,region,1
492,860,mackjourney,say,3
493,861,mackjourney,tell,1
494,742,make,problem,3
495,743,make,promise,2
496,33,maksoud,identify,2
497,34,maksoud,prohibit,1
498,35,maksoud,say,1
499,36,man,die,1
500,37,man,identify,1
501,38,man,prohibit,2
502,694,mandate,crisis,1
503,695,mandate,people,1
504,696,mandate,territory,1
505,775,mcc,include,2
506,776,mcc,offer,3
507,777,mcc,prepare,1
508,320,mention,conflict,7
509,321,mention,law,1
510,729,militarise,conflict,2
511,12,minister,acknowledge,3
512,730,mitchell,defy,1
513,731,mitchell,read,1
514,862,mitchell,turn,1
515,744,n,make,5
516,745,n,open,2
517,746,n,say,2
518,208,nations,become,1
519,209,nations,come,1
520,622,nations,say,1
521,623,nations,verify,1
522,159,nche,display,2
523,160,nche,get,2
524,161,nche,power,1
525,162,nche,provide,5
526,163,nche,say,1
527,242,need,action,1
528,13,need,anglophone,3
529,508,need,cameroon,3
530,301,need,crisis,1
531,509,need,crisis,2
532,510,need,group,1
533,243,need,issue,2
534,511,need,issue,2
535,244,need,people,1
536,302,need,people,2
537,245,need,population,1
538,14,need,power,1
539,15,need,region,1
540,512,need,response,1
541,384,neglect,conflict,1
542,303,ngo,issue,1
543,650,ngo,refer,2
544,747,ngute,call,1
545,748,ngute,open,3
546,749,ngute,say,5
547,750,ngute,treat,1
548,563,nigeria,affect,2
549,427,nigeria,reduce,1
550,564,nigeria,reflect,1
551,428,njie,reduce,4
552,429,njie,say,3
553,540,note,cameroon,3
554,541,note,crisis,3
555,542,note,region,1
556,800,november,refer,2
557,430,ntungwe,eke,1
558,431,ntungwe,force,1
559,432,ntungwe,reduce,5
560,433,ntungwe,say,6
561,697,october,become,1
562,698,october,decide,2
563,699,october,mandate,1
564,385,offer,conflict,2
565,778,offer,course,6
566,779,offer,institution,5
567,780,offer,session,1
568,751,open,cameroon,1
569,752,open,cameroonian,2
570,753,open,crisis,1
571,754,open,problem,2
572,755,open,promise,2
573,781,optionsandor,include,2
574,782,optionsandor,offer,2
575,98,order,case,1
576,99,order,sheck,1
577,609,pakistan,detain,1
578,610,pakistan,explain,1
579,467,paper,argue,1
580,468,paper,take,2
581,322,parliament,grant,1
582,323,parliament,pass,1
583,324,parliament,say,1
584,325,pass,law,2
585,469,piet,argue,3
586,470,piet,enter,1
587,471,piet,keme,1
588,472,piet,support,1
589,473,piet,take,4
590,651,pledge,country,1
591,474,pose,state,1
592,164,power,factset,1
593,783,prepare,course,2
594,16,president,acknowledge,2
595,39,prohibit,link,1
596,40,prohibit,show,2
597,41,prohibit,victim,1
598,42,prohibit,weapon,1
599,404,protect,journalist,1
600,165,provide,cameroon,3
601,304,provide,crisis,1
602,166,provide,factset,5
603,305,provide,group,1
604,167,provide,linguistic,1
605,168,provide,lipper,1
606,306,provide,region,1
607,842,rage,criticism,1
608,843,rage,region,1
609,274,read,cameroon,2
610,732,read,child,1
611,275,read,conflict,7
612,733,read,conflict,5
613,276,read,crisis,1
614,734,read,insurgent,2
615,735,read,lockdown,3
616,277,read,people,2
617,278,read,protester,2
618,736,read,region,1
619,844,realise,cameroon,1
620,845,realise,criticism,1
621,846,realise,region,1
622,847,realise,term,3
623,17,receive,anglophone,1
624,135,receive,group,2
625,434,reduce,beggar,3
626,435,reduce,country,1
627,436,reduce,crop,3
628,437,reduce,family,1
629,438,reduce,project,1
630,439,reduce,region,6
631,652,refer,cameroon,5
632,801,refer,cameroon,9
633,653,refer,country,2
634,802,refer,crisis,3
635,803,refer,government,1
636,804,refer,note,3
637,805,refer,people,1
638,654,refer,place,1
639,806,refer,population,1
640,655,refer,region,1
641,807,refer,region,4
642,656,refer,side,2
643,808,refer,system,1
644,565,reflect,area,2
645,566,reflect,assistance,1
646,567,reflect,operation,1
647,246,rely,conflict,1
648,513,rely,funding,1
649,247,rely,issue,1
650,514,rely,issue,1
651,248,rely,people,1
652,624,remain,force,1
653,863,remain,school,2
654,625,remain,situation,1
655,626,remain,violation,1
656,657,report,become,1
657,307,report,cameroon,3
658,658,report,carry,1
659,659,report,cause,2
660,308,report,continue,1
661,309,report,force,1
662,660,report,highlight,1
663,310,report,issue,14
664,311,report,need,2
665,312,report,plan,1
666,661,report,pledge,1
667,313,report,provide,3
668,662,report,refer,4
669,543,report,region,5
670,314,report,report,1
671,315,report,target,1
672,169,reserve,factset,1
673,170,reserve,lipper,1
674,405,restrict,access,1
675,406,restrict,control,1
676,407,restrict,country,3
677,408,restrict,information,2
678,409,restrict,journalist,1
679,410,restrict,surveillance,2
680,386,reveal,analysis,1
681,387,reveal,conflict,1
682,171,rewrittenn,display,1
683,172,rewrittenn,get,2
684,173,rewrittenn,provide,1
685,174,rewrittenn,reserve,2
686,175,rewrittenn,say,1
687,848,rule,cameroon,2
688,849,rule,power,1
689,100,s,allege,3
690,101,s,focus,1
691,102,s,order,1
692,103,s,say,2
693,104,s,see,1
694,105,s,send,1
695,106,s,surrender,1
696,544,sam,report,1
697,43,say,arrow,1
698,864,say,attend,2
699,440,say,beggar,1
700,176,say,cameroon,2
701,210,say,cameroon,3
702,279,say,cameroon,2
703,350,say,cameroon,2
704,756,say,cameroon,1
705,757,say,cameroonian,1
706,280,say,capital,1
707,107,say,case,3
708,627,say,child,2
709,865,say,child,2
710,44,say,comment,1
711,84,say,conflict,1
712,281,say,conflict,1
713,326,say,conflict,1
714,351,say,conflict,4
715,866,say,conflict,2
716,441,say,country,3
717,45,say,coverage,2
718,177,say,crisis,1
719,282,say,crisis,1
720,442,say,crop,3
721,85,say,edgenhealthnsecuritynenergy,2
722,758,say,forgiveness,1
723,759,say,government,2
724,327,say,law,1
725,760,say,leader,2
726,178,say,linguistic,1
727,46,say,link,3
728,211,say,man,1
729,283,say,people,1
730,761,say,problem,3
731,443,say,project,1
732,762,say,promise,2
733,284,say,protester,1
734,86,say,region,1
735,328,say,region,1
736,352,say,region,1
737,444,say,region,3
738,179,say,school,1
739,867,say,school,2
740,353,say,self,1
741,108,say,sheck,1
742,628,say,situation,1
743,87,say,statement,1
744,329,say,status,2
745,354,say,talk,1
746,629,say,violation,1
747,355,say,violence,2
748,868,scary,flee,1
749,869,scary,remain,1
750,870,scary,say,2
751,871,scary,shut,4
752,872,scary,turn,1
753,109,see,case,1
754,850,see,criticism,1
755,47,see,show,1
756,568,seek,emergency,1
757,110,send,case,1
758,111,send,inbox,1
759,112,send,sheck,1
760,113,sheck,allege,2
761,114,sheck,face,1
762,115,sheck,order,1
763,116,sheck,say,1
764,117,sheck,send,1
765,118,sheck,start,1
766,212,shoot,cameroon,2
767,213,shoot,region,1
768,214,shoot,separatist,1
769,215,shoot,village,1
770,356,shun,cameroon,2
771,357,shun,conflict,1
772,358,shun,talk,3
773,873,shut,conflict,2
774,874,shut,school,2
775,630,somalia,remain,3
776,631,somalia,verify,1
777,330,spokesman,begin,1
778,331,spokesman,mention,7
779,332,spokesman,say,4
780,119,start,case,1
781,136,states,anglophone,1
782,137,states,appear,15
783,138,states,come,1
784,139,states,impose,2
785,140,states,know,1
786,141,states,receive,2
787,700,strengthen,cameroon,2
788,62,strengthen,capacity,2
789,701,strengthen,part,1
790,63,strengthen,service,2
791,64,strengthen,system,1
792,784,su,focus,2
793,785,su,include,1
794,786,su,offer,3
795,411,sub,control,3
796,412,sub,imprison,2
797,413,sub,include,6
798,414,sub,protect,1
799,415,sub,restrict,7
800,416,sub,use,2
801,632,sudan,continue,1
802,633,sudan,decrease,1
803,634,sudan,say,1
804,635,sudan,verify,4
805,475,support,second,1
806,120,surrender,trial,1
807,88,switzerland,cameroon,3
808,89,switzerland,invest,1
809,90,switzerland,say,1
810,476,take,address,3
811,611,take,area,1
812,612,take,conflict,1
813,477,take,link,4
814,478,take,practice,2
815,479,take,second,2
816,480,take,state,1
817,316,target,people,1
818,359,tayong,call,2
819,360,tayong,intensify,3
820,361,tayong,say,3
821,362,tayong,shun,2
822,875,tell,conflict,1
823,363,tell,talk,1
824,364,tell,violence,2
825,851,train,region,1
826,763,treat,gun,1
827,285,tumi,say,1
828,417,turkmenistanhe,include,1
829,876,turn,authority,1
830,877,turn,conflict,3
831,878,turn,safety,1
832,879,turn,school,5
833,515,un,accept,1
834,516,un,access,1
835,249,un,affect,3
836,517,un,give,1
837,418,un,include,1
838,250,un,leave,1
839,518,un,leave,1
840,519,un,need,1
841,251,un,rely,1
842,520,unhcr,access,1
843,521,unhcr,give,2
844,522,unhcr,rely,1
845,65,unicef,conflict,1
846,66,unicef,continue,3
847,67,unicef,disrupt,4
848,68,unicef,expand,11
849,69,unicef,strengthen,5
850,663,usa,cause,1
851,664,usa,refer,1
852,419,use,access,1
853,48,use,coverage,2
854,49,use,inbox,1
855,420,use,surveillance,1
856,636,verify,child,7
857,637,verify,conflict,5
858,638,verify,situation,1
859,639,verify,violation,1
860,702,versailles,mandate,1
861,142,washington,follow,1
862,121,wilson,send,1
863,703,winner,cameroon,1
864,545,xa2,confirm,2
865,546,xa2,continue,5
866,547,xa2,declare,4
867,548,xa2,estimate,2
868,549,xa2,highlight,1
869,550,xa2,note,4
870,551,xa2,report,4
871,333,xa6,mention,1
872,334,xa6,pass,1
873,18,yaound,acknowledge,10
874,19,yaound,attempt,3
875,880,yaound,enterprise,1
876,20,yaound,need,2
877,21,yaound,receive,1
878,881,yaound,remain,1
879,882,yaound,say,3
880,883,yaound,turn,7
881,640,yemen,decrease,1
882,641,yemen,verify,1
883,317,yengo,issue,1
