,src,dst,index
413,differente,noso,1
414,experience,step,1
415,experience,tragedy,1
416,jim,risch,1
417,risch,announcement,1
418,risch,cameroon,2
419,say,announcement,1
420,say,cameroon,1
421,say,tragedy,1
422,states,experience,1
423,states,say,2
424,u,experience,1
425,u,risch,2
426,u,say,1
427,ambazonia,defend,1
428,defend,theft,1
429,discord,inform,1
430,discord,question,2
431,inform,beneficiary,1
432,inform,power,2
433,inform,self,2
434,know,inform,4
435,know,question,1
436,know,speak,1
437,optimist,question,1
438,question,people,2
439,question,power,1
440,question,tribe,1
441,speak,people,1
442,demunis,descolarisation,1
443,demunis,parent,1
444,demunis,school,2
445,fornjinjutatabong,demunis,2
446,ont,demunis,1
447,pour,demunis,1
448,meet,cameroon,4
449,meet,youth,1
450,ngong,meet,5
451,ngong,plan,2
452,plan,robbery,2
453,cet,etait,2
454,charite,etait,1
455,dans,etait,1
456,etait,collecte,5
457,etait,eviter,2
458,etait,instrumentalisation,2
459,etait,interpretation,1
460,exception,interpretation,1
461,ou,etait,6
462,ou,exception,1
463,ou,toute,1
464,toute,interpretation,1
465,establish,disability,1
466,establish,display,2
467,establish,product,2
468,impairment,establish,5
469,impairment,sustain,1
470,sustain,disability,1
471,esu,region,2
472,esu,scare,1
473,incident,esu,2
474,incident,jump,1
475,incident,say,4
476,jump,scare,1
477,man,esu,1
478,say,bike,2
479,say,scare,2
480,give,cameroonian,2
481,give,grandmother,1
482,give,orphan,5
483,give,people,7
484,give,school,3
485,grow,orphan,2
486,grow,people,3
487,grow,school,1
488,headteacher,give,1
489,headteacher,see,1
490,headteacher,take,3
491,orphan,give,10
492,orphan,grow,2
493,orphan,see,1
494,orphan,take,8
495,orphan,tell,1
496,school,give,7
497,school,grow,4
498,school,take,6
499,school,yaounde,1
500,see,cameroon,1
501,see,orphan,1
502,take,cameroonian,1
503,take,grandmother,5
504,take,orphan,2
505,take,people,4
506,take,school,5
507,tell,people,1
508,yaounde,school,1
509,fail,people,1
510,find,sister,1
511,president,fail,1
512,president,find,1
513,president,say,2
514,say,killing,1
515,say,people,1
516,reiterate,friday,1
517,reiterate,guterre,1
518,spokesperson,reiterate,2
519,experience,cameroon,1
520,jim,risch,1
521,m,cameroon,2
522,risch,announcement,1
523,risch,cameroon,1
524,say,cameroon,1
525,say,restriction,2
526,states,experience,1
527,states,m,2
528,states,risch,1
529,states,say,3
530,moderator,tell,3
531,moderator,try,3
532,tell,pastor,2
533,tell,time,1
534,try,pastor,2
535,try,time,1
536,au,premier,1
537,au,regionaux,1
538,aux,au,1
539,aux,felicitation,1
540,comite,historique,1
541,comite,militante,3
542,comite,premier,2
543,comite,rdpc,5
544,comite,region,2
545,comite,regionaux,1
546,depuis,felicitation,1
547,depuis,parloir,1
548,du,comite,2
549,du,felicitation,1
550,felicitation,historique,1
551,felicitation,rdpc,1
552,felicitation,regionaux,2
553,incantation,militante,1
554,parloir,militante,1
555,parloir,premier,1
556,parloir,regionaux,1
557,sans,au,1
558,sans,comite,3
559,sans,incantation,1
560,sans,parloir,2
561,sont,comite,9
562,sont,felicitation,1
563,say,youtu,1
564,un,say,1
565,un,watch,1
566,watch,youtu,1
567,larrondissement,recupere,1
568,lequatriemepouvoir,recupere,1
569,neutraliser,larrondissement,1
570,neutraliser,lequatriemepouvoir,1
571,bamenda,dit,6
572,bamenda,le,1
573,dans,dit,3
574,dans,republique,1
575,dit,detat,2
576,dit,intimidation,2
577,dit,pallium,4
578,dit,personnellement,4
579,dit,represaille,9
580,dit,secretaire,3
581,est,dit,6
582,est,le,1
583,est,republique,1
584,le,detat,1
585,le,pallium,1
586,le,personnellement,1
587,pour,dit,2
588,pour,le,1
589,qui,dit,4
590,republique,secretaire,2
591,secessionniste,pallium,1
592,sont,dit,3
593,sont,secessionniste,1
594,british,name,5
595,british,split,3
596,germans,name,2
597,germans,reject,1
598,germans,split,6
599,name,country,6
600,name,group,5
601,name,way,1
602,nigeria,name,1
603,nigeria,split,3
604,reject,country,1
605,reject,group,6
606,singapore,reject,1
607,singapore,split,3
608,split,car,1
609,split,country,10
610,split,development,3
611,split,group,16
612,split,scotland,1
613,split,way,10
614,ussr,name,4
615,ussr,reject,5
616,ussr,split,26
617,dans,le,1
618,dans,tue,1
619,le,fevrier,1
620,tue,fevrier,1
621,jeniffer,tv,1
622,miss,jeniffer,1
623,miss,occur,2
624,occur,tv,2
625,alors,present,1
626,depece,present,1
627,furent,present,3
628,present,sociaux,5
629,actrice,realise,3
630,aux,rise,1
631,carriere,cote,1
632,cote,entertainment,1
633,cote,nigerian,1
634,dans,realise,1
635,elle,cote,1
636,elle,pied,1
637,elle,realise,4
638,elle,rise,1
639,par,realise,1
640,pied,entertainment,1
641,realise,differentkindsofman,3
642,realise,entertainment,3
643,realise,monde,1
644,realise,nigerian,1
645,realise,obsession,1
646,rise,brice,1
647,rise,nigerian,1
648,ddr,force,1
649,ddr,know,3
650,force,blacklegism,1
651,know,work,3
652,challenge,terrorism,1
653,minister,challenge,1
654,mohammed,say,3
655,okwoche,read,1
656,read,reason,1
657,say,difficulty,1
658,say,terrorism,2
659,dans,homme,2
660,homme,mar,2
661,ambazonia,chase,1
662,chase,car,1
663,aupre,protestation,3
664,aupre,traditionnel,2
665,contre,aupre,3
666,lebialem,aupre,1
667,trois,aupre,1
668,face,region,1
669,instruit,face,1
670,determine,avancer,1
671,determine,etat,1
672,determine,region,2
673,engagement,determine,1
674,soutenir,determine,3
675,manyu,protect,1
676,protect,people,1
677,abc,let,1
678,draftinglogsof,firewood,1
679,let,befall,2
680,let,compound,2
681,let,firewood,1
682,man,draftinglogsof,1
683,man,let,1
684,man,view,3
685,solidarity,let,3
686,solidarity,view,2
687,view,befall,2
688,view,firewood,3
689,dans,rase,1
690,lagoa,exile,1
691,rase,crise,1
692,sans,lagoa,1
693,abolish,fon,1
694,ambazonia,abolish,1
695,ambazonia,arrest,1
696,ambazonia,take,1
697,arrest,life,1
698,biya,take,3
699,take,fon,2
700,take,life,1
701,take,patient,1
702,africa,get,3
703,africa,put,3
704,africa,say,1
705,canada,get,1
706,canada,put,2
707,chinese,say,1
708,chinese,write,1
709,enslave,case,1
710,france,enslave,1
711,france,get,1
712,france,put,5
713,france,revolt,1
714,get,case,5
715,limit,put,5
716,limit,revolt,1
717,limit,say,1
718,limit,write,1
719,put,case,11
720,put,initiative,3
721,put,institution,1
722,put,talk,2
723,revolt,ayuk,2
724,revolt,institution,1
725,revolt,revolution,1
726,sako,put,2
727,sako,revolt,2
728,sako,say,1
729,say,case,3
730,say,initiative,1
731,write,case,2
732,confirm,cameroon,1
733,tumi,confirm,1
734,biya,politique,2
735,biya,que,2
736,entendre,que,2
737,ont,que,1
738,politique,appellent,2
739,que,appellent,3
740,que,directive,1
741,que,geneve,1
742,que,suisse,1
743,sur,que,1
744,temps,unie,1
745,unie,appellent,1
746,fmk,know,7
747,fmk,notice,1
748,fmk,protect,2
749,fmk,receive,5
750,fmk,stand,3
751,know,agenda,2
752,know,chaos,1
753,know,general,2
754,know,son,2
755,notice,agenda,1
756,protect,chaos,1
757,protect,son,1
758,receive,agenda,1
759,receive,greeting,2
760,receive,son,2
761,stand,agenda,2
762,stand,chaos,1
763,attack,detail,1
764,attack,school,1
765,attack,student,2
766,paul,attack,4
767,paul,say,1
768,say,student,1
769,bush,include,2
770,include,claim,2
771,condemn,killing,2
772,mmi,state,1
773,mourn,death,1
774,state,person,3
775,swnot,condemn,2
776,swnot,mourn,1
777,swnot,state,2
778,make,incident,1
779,west,make,1
780,cna,scatter,1
781,funny,scatter,1
782,scatter,thought,2
783,anglophone,quil,1
784,anglophone,regne,1
785,les,quil,1
786,les,regne,2
787,les,seul,2
788,longtemps,regne,1
789,paix,regne,1
790,paix,seul,1
791,quil,et,2
792,regne,collaboration,3
793,regne,et,2
794,regne,faite,1
795,seul,collaboration,1
796,seul,faite,2
797,tourner,regne,1
798,cdn,launch,2
799,cdn,register,7
800,launch,event,1
801,launch,forum,1
802,register,event,4
803,register,forum,1
804,register,process,2
805,te,issue,2
806,temps,te,2
807,bring,county,1
808,fako,bring,1
809,fako,give,2
810,fako,suffer,1
811,give,massacre,2
812,suffer,massacre,1
813,afrobeat,artist,1
814,afrobeat,cameroon,1
815,afrobeat,festival,1
816,charlene,afrobeat,3
817,charlene,host,10
818,charlene,lead,1
819,charlene,make,7
820,des,host,2
821,host,artist,4
822,host,cameroon,2
823,host,event,4
824,host,festival,2
825,host,star,3
826,lead,cameroon,1
827,make,artist,3
828,make,cameroon,3
829,make,event,5
830,make,festival,2
831,make,star,1
832,make,stonebwoy,1
833,stanley,make,1
834,une,host,3
835,une,make,7
836,bamenda,extort,1
837,bamenda,operate,2
838,civilians,take,1
839,extort,robber,1
840,operate,element,5
841,operate,gang,1
842,rfs,operate,4
843,rfs,run,2
844,run,element,1
845,run,escape,1
846,take,robber,1
847,ask,table,1
848,continue,cameroon,1
849,continue,result,1
850,minister,ask,1
851,minister,continue,2
852,minister,say,4
853,say,cameroon,3
854,say,result,1
855,alors,que,1
856,ce,que,1
857,dans,refuse,2
858,dun,que,1
859,dun,refuse,1
860,et,que,4
861,et,refuse,1
862,et,simplement,1
863,herite,pay,1
864,herite,que,3
865,herite,simplement,1
866,pay,que,1
867,que,ami,2
868,que,que,6
869,que,sante,1
870,que,tarir,1
871,refuse,que,4
872,simplement,que,1
873,simplement,saine,1
874,ambazonians,draft,1
875,ambazonians,foresight,3
876,draft,lrc,1
877,foresight,lrc,3
878,cameroon,play,1
879,cameroon,visit,1
880,chan2020,play,1
881,play,championship,1
882,play,game,1
883,president,visit,2
884,visit,championship,1
885,visit,game,2
886,cna,mention,5
887,cna,report,1
888,mention,cameroon,2
889,mention,conflict,2
890,mention,element,2
891,mention,ihl,2
892,minister,mention,3
893,minister,report,1
894,report,cameroon,2
895,attack,bali,3
896,bali,post,3
897,comcameroun,nde,3
898,emile,nde,1
899,nde,femme,1
900,nde,juridiction,1
901,nde,proce,4
902,zola,nde,2
903,assomo,kill,2
904,bir,get,9
905,bir,kill,7
906,bir,pass,1
907,bir,reach,5
908,bir,trek,1
909,get,bush,1
910,get,ear,2
911,get,fighter,2
912,get,force,4
913,kill,fighter,2
914,kill,force,6
915,kill,service,1
916,pass,ear,1
917,reach,bush,1
918,reach,ear,2
919,reach,force,2
920,trek,force,1
921,emet,iac,1
922,et,emet,1
923,et,sinistree,1
924,gicam,pose,1
925,pose,condition,1
926,sinistree,condition,1
927,confirm,attack,2
928,deal,deal,1
929,delete,deal,1
930,lrc,confirm,2
931,pity,deal,1
932,pity,delete,1
933,cpdm,equinoxe,1
934,cpdm,see,1
935,equinoxe,mmi,1
936,see,militant,1
937,anglophone,prepare,1
938,camerounaise,davoir,1
939,camerounaise,prepare,1
940,davoir,strategy,1
941,les,quil,1
942,prepare,arme,1
943,prepare,lheure,1
944,quil,strategy,1
945,blasphemer,pleasure,1
946,christ,know,5
947,christ,see,2
948,collapse,medium,1
949,collapse,time,1
950,know,behavior,2
951,know,brain,2
952,know,enemy,2
953,know,medium,2
954,know,pleasure,1
955,know,time,4
956,see,brain,3
957,stay,enemy,1
958,stay,medium,1
959,stay,pleasure,1
960,stay,time,1
961,timothy,blasphemer,1
962,timothy,collapse,2
963,timothy,know,8
964,timothy,see,1
965,timothy,stay,4
966,autorite,separatiste,1
967,express,people,2
968,express,separatiste,1
969,presente,autorite,1
970,presente,express,3
971,dans,republique,2
972,du,republique,1
973,republique,anglophone,2
974,republique,bamenda,1
975,dem,make,2
976,enter,paper,1
977,kwat,pipo,1
978,make,litre,2
979,make,paper,1
980,make,pipo,3
981,tori,kwat,1
982,tori,make,1
983,wey,enter,1
984,wey,make,3
985,aime,redhac,1
986,quil,marginalise,1
987,redhac,marginalise,1
988,une,quil,1
989,become,amba,1
990,kill,lrc,2
991,kill,territory,1
992,let,amba,1
993,pinyin,become,1
994,pinyin,kill,3
995,pinyin,let,1
996,blame,colonialism,1
997,blame,region,1
998,tiborpnagyjr,blame,2
999,carina,display,1
1000,display,anglophone,1
1001,display,picture,1
1002,display,terrorist,1
1003,gather,picture,2
1004,kumkumise,anglophone,1
1005,kumkumise,terrorist,1
1006,ndeg,display,2
1007,ndeg,gather,1
1008,xx,gather,1
1009,xx,kumkumise,2
1010,abdul,express,1
1011,abdul,swiss,3
1012,express,fool,1
1013,express,meeting,1
1014,fonki,swiss,3
1015,hold,buea,1
1016,hold,meeting,1
1017,karim,express,1
1018,karim,hold,2
1019,karim,swiss,1
1020,swiss,buea,2
1021,swiss,fool,2
1022,swiss,fruit,1
1023,swiss,proposal,2
1024,du,invite,1
1025,invite,abordon,1
1026,invite,violence,1
1027,lundi,abordon,1
1028,rdv,invite,1
1029,rdv,lundi,1
1030,christopher,extend,1
1031,christopher,know,1
1032,christopher,partner,1
1033,christopher,say,1
1034,extend,deal,2
1035,extend,people,1
1036,farmerscooperative,know,2
1037,know,people,2
1038,know,program,1
1039,know,seed,1
1040,partner,people,2
1041,partner,seed,2
1042,partnership,extend,2
1043,partnership,know,1
1044,partnership,partner,3
1045,partnership,say,2
1046,say,deal,2
1047,say,program,1
1048,account,put,7
1049,account,say,1
1050,account,write,1
1051,nelson,say,1
1052,nelson,write,1
1053,put,comment,7
1054,say,comment,1
1055,say,image,1
1056,write,comment,2
1057,believe,cameroon,1
1058,believe,state,1
1059,biya,believe,1
1060,biya,know,1
1061,dr,know,1
1062,dr,oppose,4
1063,dr,s,4
1064,dr,say,4
1065,dr,think,1
1066,know,fact,4
1067,munzu,believe,1
1068,munzu,know,2
1069,munzu,oppose,9
1070,munzu,s,1
1071,munzu,say,6
1072,munzu,think,2
1073,oppose,cameroon,2
1074,oppose,fact,3
1075,oppose,independence,2
1076,oppose,state,4
1077,oppose,union,2
1078,s,country,1
1079,s,fact,2
1080,s,state,1
1081,s,union,1
1082,say,cameroon,2
1083,say,country,2
1084,say,fact,3
1085,say,state,2
1086,say,union,1
1087,think,fact,1
1088,think,independence,1
1089,think,state,1
1090,add,journalist,2
1091,add,opportunity,1
1092,add,profession,1
1093,add,truth,1
1094,make,journalist,2
1095,nfor,add,5
1096,nfor,make,2
1097,nfor,write,1
1098,write,journalist,1
1099,region,say,3
1100,region,update,2
1101,say,report,3
1102,update,report,2
1103,court,say,1
1104,say,www,1
1105,execute,soldier,1
1106,execute,time,2
1107,parolin,execute,3
1108,parolin,pull,1
1109,parolin,say,1
1110,pull,time,1
1111,say,coronation,1
1112,ainsi,ceci,4
1113,ainsi,tribaliste,2
1114,belinga,stephane,1
1115,ceci,djomo,3
1116,ceci,pauvre,1
1117,elle,stephane,1
1118,elle,tribaliste,2
1119,stephane,djomo,2
1120,tribaliste,djomo,3
1121,tribaliste,pauvre,1
1122,break,region,1
1123,pass,region,1
1124,remain,region,1
1125,tumi,break,1
1126,tumi,pass,1
1127,tumi,remain,1
1128,morocco,play,2
1129,play,ambazonia,1
1130,play,goal,1
1131,call,education,1
1132,hrw,call,1
1133,hrw,say,1
1134,hrw,watch,3
1135,say,education,1
1136,watch,education,1
1137,watch,shift,2
1138,agressive,foe,2
1139,agressive,region,1
1140,agressive,trait,2
1141,connue,region,1
1142,dans,dite,2
1143,dembleme,trait,1
1144,dite,foe,1
1145,dite,trait,3
1146,entites,dite,2
1147,imposee,agressive,2
1148,nord,agressive,1
1149,sociaux,agressive,2
1150,sociaux,connue,1
1151,sociaux,dembleme,1
1152,jamais,visite,1
1153,visite,visite,1
1154,amazonia,atanga,1
1155,amazonia,see,1
1156,atanga,help,1
1157,atanga,letter,1
1158,atanga,southwest,1
1159,atanga,team,1
1160,call,help,1
1161,call,letter,1
1162,call,team,1
1163,cameroun,atanga,1
1164,cameroun,call,3
1165,cameroun,head,1
1166,cameroun,see,1
1167,head,help,1
1168,head,letter,1
1169,head,team,1
1170,nobi,atanga,2
1171,nobi,head,2
1172,nobi,see,2
1173,see,ekelebe,1
1174,see,letter,1
1175,see,team,2
1176,adf,make,1
1177,agovc,zoom,1
1178,make,event,1
1179,us,zoom,2
1180,zoom,event,2
1181,zoom,operation,1
1182,mebenga,meet,1
1183,meet,demise,1
1184,cdc,le,1
1185,cdc,releve,1
1186,juin,releve,1
1187,le,region,1
1188,releve,decembre,1
1189,releve,region,1
1190,le,mediatude,1
1191,le,population,2
1192,notez,le,3
1193,abc,amba,1
1194,amba,edition,1
1195,jeniffer,edition,1
1196,miss,jeniffer,1
1197,co,develop,1
1198,co,go,2
1199,co,keep,5
1200,develop,spending,1
1201,go,friend,1
1202,go,reality,1
1203,keep,blessing,2
1204,keep,family,2
1205,keep,reality,1
1206,fort,le,2
1207,fort,pay,2
1208,fort,quavec,2
1209,le,montee,1
1210,le,regle,1
1211,le,transe,3
1212,mettre,le,2
1213,pay,adversaire,2
1214,quavec,adversaire,2
1215,quavec,transe,1
1216,que,le,1
1217,que,quavec,1
1218,ainsi,sing,1
1219,anglophone,sing,2
1220,sing,banc,2
1221,sing,cameroun,1
1222,ambazonia,grow,6
1223,ambazonia,learn,5
1224,father,food,1
1225,grow,fodder,1
1226,grow,food,3
1227,grow,hydroponic,2
1228,grow,lot,2
1229,learn,farmer,1
1230,learn,hydroponic,2
1231,learn,lot,2
1232,sisters,father,1
1233,sisters,grow,2
1234,demonstrate,colleague,1
1235,songbird,demonstrate,1
1236,songbird,speak,2
1237,speak,colleague,2
1238,absolument,mort,1
1239,guerre,absolument,1
1240,avoid,abuse,1
1241,avoid,normalcy,1
1242,avoid,regime,1
1243,go,abuse,1
1244,go,crime,1
1245,go,regime,1
1246,increase,regime,1
1247,increase,video,1
1248,nations,go,1
1249,report,avoid,3
1250,report,go,2
1251,report,increase,2
1252,darmee,dite,1
1253,dite,interdire,1
1254,dite,region,1
1255,lonu,meet,1
1256,meet,condamne,1
1257,nations,dite,1
1258,nations,unie,1
1259,unie,region,1
1260,bilan,provisoire,1
1261,deleve,scolaire,2
1262,ou,deleve,2
1263,provisoire,cruaute,1
1264,afrique,catch,1
1265,afrique,meet,1
1266,catch,area,3
1267,catch,safety,1
1268,meet,area,2
1269,meet,cameroon,1
1270,meet,load,2
1271,meet,safety,1
1272,ngwashi,catch,3
1273,ngwashi,meet,5
1274,ngwashi,practise,2
1275,practise,area,1
1276,practise,cameroon,1
1277,anglophone,satom,1
1278,satom,fcfa,1
1279,mobutu,unveil,1
1280,monument,take,1
1281,monument,unveil,1
1282,statute,take,1
1283,take,place,2
1284,unveil,nose,1
1285,unveil,place,1
1286,cause,bamenda,2
1287,cause,people,3
1288,collect,salary,2
1289,coordinate,bamenda,1
1290,coordinate,division,1
1291,coordinate,people,1
1292,coordinate,salary,1
1293,george,cause,1
1294,george,collect,2
1295,george,coordinate,1
1296,george,operationshunshine,2
1297,ntuba,cause,4
1298,ntuba,coordinate,3
1299,ntuba,repost,1
1300,operationshunshine,division,1
1301,operationshunshine,people,1
1302,repost,bamenda,1
1303,assist,crisis,2
1304,assist,eben,1
1305,assist,place,3
1306,forba,assist,1
1307,rt,assist,5
