,src,dst,index
311,compolitiquecrise,tension,1
312,dans,rise,1
313,par,compolitiquecrise,2
314,par,rise,1
315,rise,region,1
316,rise,tension,1
317,commission,freedom,1
318,hiya,commission,1
319,hiya,make,3
320,make,freedom,3
321,acolyte,executive,3
322,belgium,acolyte,1
323,benz,make,1
324,biya,acolyte,2
325,biya,conclude,1
326,biya,increase,1
327,biya,insist,4
328,biya,make,3
329,biya,reportgathere,3
330,conclude,executive,1
331,increase,power,1
332,insist,executive,1
333,insist,force,1
334,insist,village,1
335,insist,word,2
336,make,executive,1
337,make,force,1
338,make,power,1
339,make,village,1
340,mvomekaa,insist,1
341,reportgathere,force,1
342,reportgathere,power,1
343,reportgathere,word,1
344,know,ambazonia,3
345,know,home,1
346,la,know,4
347,la,roland,1
348,la,start,1
349,roland,ambazonia,1
350,start,ambazonia,1
351,comusappactu,tell,2
352,tell,goo,2
353,condoleance,precision,1
354,demandent,population,1
355,demandent,precision,1
356,du,demandent,1
357,et,demandent,1
358,manyu,condoleance,1
359,declare,ambazonian,1
360,instruct,hero,1
361,instruct,thank,1
362,let,hero,1
363,let,thank,1
364,september,declare,1
365,tassang,instruct,2
366,tassang,let,2
367,airport,find,1
368,become,boyo,1
369,become,deposit,1
370,become,inhabitant,3
371,become,reason,3
372,cover,mantung,1
373,cover,reason,1
374,find,deposit,1
375,find,oil,1
376,grace,inhabitant,1
377,l,become,5
378,l,cover,2
379,l,find,1
380,l,let,1
381,l,say,10
382,land,become,3
383,land,grace,1
384,land,let,1
385,let,inhabitant,3
386,mr,let,1
387,say,boyo,2
388,say,deposit,1
389,say,inhabitant,5
390,say,oil,2
391,dans,dramatique,1
392,dans,ouest,1
393,dramatique,camerounonline,1
394,ouest,incendie,1
395,ambazonia,bring,1
396,bring,flyer,2
397,bring,turn,4
398,lie,intimidation,1
399,un,bring,5
400,un,lie,1
401,lequatriemepouvoir,communication,1
402,sur,lequatriemepouvoir,1
403,make,denounce,1
404,maximilienne,make,1
405,biya,echauffouree,1
406,biya,le,1
407,echauffouree,an,1
408,echauffouree,gorille,1
409,le,an,4
410,remplir,echauffouree,1
411,remplir,le,1
412,sur,le,2
413,cameroun,elle,1
414,elle,hier,1
415,pre,police,1
416,situee,pre,1
417,amfe,spell,2
418,spell,cameroon,2
419,appreciate,food,5
420,christmas,appreciate,5
421,christmas,come,3
422,come,food,3
423,ont,se,1
424,se,traverse,1
425,characterise,polity,1
426,com,polity,1
427,elf,characterise,1
428,elf,proclaim,1
429,god,com,1
430,proclaim,surge,1
431,dans,socio,1
432,socio,region,1
433,comusappactu,open,2
434,open,goo,2
435,cameroon,php20171017structure,1
436,cameroon,take,1
437,elvis,solve,1
438,ngolle,php20171017structure,1
439,php20171017structure,dialogue,2
440,solve,dialogue,1
441,take,problem,1
442,anglophone,anglophone,1
443,anglophone,goo,1
444,camerounid1200966832mt8,goo,1
445,comusappactu,camerounid1200966832mt8,1
446,camerounid1200966832mt8,lapplication,2
447,comusappactu,camerounid1200966832mt8,1
448,paul,camerounid1200966832mt8,1
449,bchs,celebrate,2
450,bchs,present,6
451,celebrate,official,1
452,celebrate,showcase,1
453,hiv,present,3
454,present,official,3
455,present,organization,1
456,present,showcase,5
457,appreciate,contribution,4
458,appreciate,donating,1
459,appreciate,people,1
460,donate,contribution,1
461,donate,donating,1
462,kudos,appreciate,5
463,say,let,1
464,union,appreciate,1
465,union,donate,2
466,union,say,1
467,act,consortium,1
468,act,view,2
469,balla,act,3
470,balla,declare,1
471,balla,hold,2
472,balla,use,3
473,declare,grata,1
474,god,hold,1
475,hold,consortium,1
476,hold,view,2
477,use,consortium,3
478,kifem,say,1
479,kumbo,say,1
480,say,coffin,1
481,say,younde,1
482,de,end,3
483,end,but,3
484,bless,ambazonia,2
485,god,bless,2
486,camerounid1200966832mt8,goo,2
487,comusappactu,camerounid1200966832mt8,2
488,diaspora,fodia,1
489,diaspora,nombreuse,1
490,fodia,fachent,1
491,nombreuse,fachent,2
492,symbolise,nombreuse,1
493,entre,le,1
494,le,riverain,1
495,ambazonia,deliver,1
496,ambazonia,stay,1
497,deliver,briefing,1
498,stay,briefing,1
499,des,donc,2
500,des,le,1
501,des,sing,1
502,donc,decouvert,1
503,donc,mise,4
504,du,sing,1
505,le,decouvert,2
506,le,mise,1
507,le,supposee,2
508,meme,donc,2
509,meme,le,1
510,sing,supposee,1
511,sing,test,1
512,sur,donc,1
513,sur,le,3
514,atch,watch,2
515,watch,town,2
516,build,role,2
517,embrace,conclave,1
518,embrace,role,1
519,form,conclave,1
520,kids,maintain,1
521,la,embrace,1
522,la,maintain,1
523,la,raise,2
524,maintain,conclave,2
525,maintain,government,1
526,maintain,role,4
527,pa,build,2
528,pa,embrace,1
529,pa,form,1
530,pa,maintain,5
531,pa,raise,4
532,raise,conclave,3
533,raise,role,3
534,avocats,conclave,1
535,avocats,decide,1
536,avocats,exprimee,3
537,ce,conclave,2
538,ce,exprimee,1
539,conclave,avril,1
540,conclave,buea,1
541,conclave,communique,2
542,conclave,mai,1
543,conclave,par,1
544,decide,communique,2
545,dhumeur,conclave,1
546,dhumeur,decide,1
547,du,conclave,1
548,du,exprimee,2
549,exprimee,avril,1
550,exprimee,communique,1
551,exprimee,mai,2
552,exprimee,region,2
553,par,conclave,1
554,anglophone,rdpc,1
555,anglophone,yaounde,1
556,enoh,anglophone,1
557,enoh,le,6
558,enoh,parlementaire,1
559,jeune,le,2
560,jeune,parlementaire,1
561,le,plusieur,2
562,le,region,5
563,le,yaounde,2
564,parlementaire,plusieur,2
565,simon,anglophone,1
566,simon,le,1
567,le,attaque,1
568,nord,le,1
569,dans,rise,1
570,rise,violence,1
571,avocats,mise,2
572,avocats,tout,1
573,et,mise,7
574,et,restent,5
575,et,tout,1
576,lhomme,mise,1
577,mise,discussion,7
578,mise,sont,3
579,restent,discussion,1
580,restent,insuffisant,3
581,restent,sont,2
582,tout,sont,2
583,yaounde,restent,1
584,entre,plainte,1
585,plainte,population,1
586,assembly,bring,7
587,assembly,lrc,1
588,bring,lrc,4
589,bring,technology,5
590,commonwealth,bring,2
591,commonwealth,lrc,1
592,commonwealth,watch,1
593,commonwealth,win,1
594,lrc,lrc,1
595,lrc,orphan,1
596,watch,gun,1
597,win,lrc,1
598,breaks,read,2
599,read,statement,2
600,couple,crisis,1
601,hold,cameroonian,1
602,hold,crisis,1
603,jennyhans,couple,1
604,jennyhans,hold,2
605,jennyhans,read,1
606,read,crisis,1
607,autorite,faire,2
608,comusappactu,autorite,1
609,les,autorite,1
610,beneficie,condamne,1
611,beneficie,massacre,1
612,beneficie,tegera,2
613,contre,beneficie,1
614,contre,etait,5
615,dans,do,1
616,do,tegera,1
617,etait,condamne,3
618,etait,confirmation,4
619,etait,massacre,3
620,etait,neuf,1
621,etait,tegera,2
622,il,etait,2
623,jours,etait,2
624,mais,beneficie,1
625,mais,etait,1
626,rendu,beneficie,2
627,rendu,etait,3
628,ce,ceci,2
629,ce,reve,3
630,ceci,fausse,2
631,ceci,lien,1
632,comite,anglophone,6
633,comite,conduit,6
634,comite,constitution,1
635,comite,fausse,6
636,comite,transfrontalier,1
637,dans,comite,2
638,des,comite,4
639,des,il,1
640,des,quil,1
641,il,fausse,2
642,je,comite,3
643,je,reve,1
644,que,ceci,1
645,que,comite,11
646,que,il,1
647,que,quil,1
648,que,reve,1
649,quil,fausse,2
650,reve,conduit,2
651,reve,constitution,1
652,reve,fausse,1
653,reve,transfrontalier,1
654,camerounid1200966832mt8,lapplication,2
655,comusappactu,camerounid1200966832mt8,1
656,ouest,camerounid1200966832mt8,1
657,maurice,siege,1
658,siege,anglophone,1
659,inform,notice,1
660,la,order,1
661,la,require,2
662,order,notice,1
663,order,safety,1
664,require,notice,3
665,require,safety,1
666,scapa,inform,1
667,scapa,order,1
668,scapa,require,2
669,dialogue,inclusif,2
670,inclusif,son,2
671,camerounid1200966832mt8,goo,1
672,comusappactu,camerounid1200966832mt8,1
673,comusappactu,pay,1
674,pay,lapplication,1
675,dangleterre,rise,1
676,rise,secessionniste,1
677,call,internet,1
678,make,release,2
679,stand,crisis,1
680,un,call,1
681,un,make,2
682,un,stand,1
683,constitution,listen,1
684,constitution,propose,1
685,decide,problem,1
686,find,party,1
687,hold,leader,1
688,insist,leader,2
689,listen,leader,1
690,maurice,hold,1
691,maurice,insist,2
692,maurice,propose,1
693,party,decide,1
694,party,find,1
695,party,propose,8
696,propose,dialogue,1
697,propose,leader,2
698,propose,party,2
699,propose,place,4
700,propose,problem,1
701,leur,administrative,1
702,ouest,leur,1
703,integrite,territoriale,1
704,martele,integrite,1
705,lebialem,village,2
706,village,statesman,1
707,village,town,1
708,anglophone,concernee,1
709,anglophone,tour,2
710,au,info,1
711,au,par,1
712,comme,concernee,1
713,concernee,africaine,2
714,concernee,info,1
715,concernee,par,1
716,concernee,region,2
717,dans,au,1
718,dans,concernee,3
719,dans,tour,3
720,selon,au,1
721,selon,concernee,1
722,tour,africaine,2
723,tour,info,1
724,tour,par,1
725,tour,peut,1
726,curieusement,quelque,2
727,etre,grande,1
728,grande,relation,3
729,les,grande,1
730,les,pay,1
731,pay,relation,1
732,quelque,lhemicycle,1
733,quelque,minute,2
734,quelque,savent,1
735,reporter,quelque,2
736,ya,grande,1
737,begin,follow,2
738,go,follow,4
739,go,friend,1
740,go,twitter,2
741,god,go,1
742,password,begin,1
743,post,begin,1
744,post,go,6
745,post,tweet,1
746,tweet,follow,1
747,biya,confirm,2
748,confirm,cameroon,1
749,confirm,manner,7
750,mps,confirm,4
751,mps,order,1
752,mps,place,1
753,order,manner,1
754,place,manner,1
755,place,venue,1
756,relationship,confirm,2
757,relationship,place,1
758,leave,hall,1
759,mps,leave,1
760,mps,say,1
761,say,agenda,1
762,bilai,confess,1
763,bilai,know,2
764,bilai,make,1
765,confess,confession,2
766,know,anglophone,2
767,make,governor,1
768,monday,confess,1
769,biya,elle,1
770,biya,sociale,1
771,dans,elle,2
772,dans,semaine,2
773,debut,semaine,1
774,elle,constitution,3
775,elle,prend,2
776,elle,region,1
777,elle,route,1
778,octobre,sociale,1
779,que,elle,4
780,que,semaine,1
781,que,sociale,5
782,semaine,constitution,1
783,semaine,prend,1
784,semaine,region,1
785,semaine,route,1
786,sociale,constitution,1
787,sociale,egalement,2
788,sociale,perdure,2
789,sociale,prend,2
790,abusive,attitude,1
791,abusive,nation,2
792,ce,abusive,1
793,ce,pur,1
794,ce,tenace,4
795,notre,abusive,2
796,notre,pay,2
797,notre,tenace,1
798,pay,attitude,1
799,pay,nation,1
800,pur,marque,1
801,pur,nation,1
802,t,pur,1
803,t,tenace,5
804,tenace,attitude,1
805,tenace,cendre,3
806,tenace,loeil,2
807,tenace,marque,2
808,tenace,nation,1
809,tenace,population,1
810,anglophone,cameroun,1
811,cameroun,cameroun,5
812,cameroun,organise,1
813,cameroun,party,1
814,cameroun,region,4
815,cameroun,unie,1
816,chambre,organise,3
817,chambre,region,3
818,chambre,signee,1
819,chambre,suite,1
820,dans,chambre,3
821,de,chambre,3
822,de,unie,1
823,sans,chambre,1
824,sud,chambre,1
825,unie,organise,2
826,arrive,comrade,1
827,arrive,contribution,4
828,carlson,celebrate,1
829,celebrate,comrade,4
830,celebrate,contribution,3
831,meet,comrade,2
832,meet,contribution,3
833,meet,leadership,1
834,pm,arrive,5
835,pm,celebrate,6
836,pm,meet,6
837,pm,see,2
838,pm,want,2
839,see,contribution,2
840,want,airport,1
841,want,contribution,1
842,comwatchvfeiqbvssjtu,www,2
843,pensee,comwatchvfeiqbvssjtu,2
844,pensee,televisuelle,1
845,televisuelle,www,1
846,accompany,archbishop,3
847,accompany,mgr,1
848,embark,archbishop,1
849,hit,archbishop,1
850,hit,child,1
851,kleda,accompany,4
852,kleda,embark,1
853,kleda,hit,2
854,anglophone,camerounid1200966832mt8,1
855,camerounid1200966832mt8,goo,2
856,comusappactu,camerounid1200966832mt8,1
857,cadre,perte,1
858,cadre,region,1
859,dans,cadre,1
860,jusquau,octobre,1
861,lundi,octobre,1
862,sejourne,jusquau,1
863,yang,cadre,1
864,yang,lundi,1
865,acknowledge,acheivement,2
866,acknowledge,congratulation,3
867,acknowledge,point,1
868,ambaland,acknowledge,4
869,ambaland,call,1
870,ayc,acknowledge,2
871,call,point,1
872,extend,point,1
873,julius,extend,1
874,anglophone,militaire,2
875,icg,anglophone,2
876,aux,avocat,1
877,avocat,anglophone,2
878,avocat,info,1
879,avocats,avocat,2
880,avocats,prise,1
881,dans,prise,1
882,prise,anglophone,1
883,prise,info,1
884,prise,sont,1
885,yaounde,prise,1
886,achieve,peace,1
887,admit,dialogue,1
888,admit,people,2
889,become,problem,3
890,become,reconstruction,1
891,cameroun,achieve,1
892,cameroun,admit,1
893,cameroun,become,3
894,cameroun,release,3
895,haughtiness,admit,2
896,haughtiness,become,1
897,release,peace,1
898,release,people,1
899,release,problem,1
900,dispatch,delegation,1
901,laurent,ust,1
902,paul,dispatch,1
903,ust,discussion,1
904,le,region,1
905,sud,le,1
906,ello,ghost,2
907,ghost,ello,2
908,add,accomplice,4
909,add,cameroon,1
910,add,page,2
911,add,person,4
912,atabong,bilingualism,1
913,emme,person,1
914,emme,southwest,1
915,fidelis,add,4
916,fidelis,atabong,1
917,fidelis,recommend,1
918,fidelis,say,1
919,ltd,add,7
920,ltd,emme,2
921,ltd,say,2
922,recommend,person,1
923,samuel,say,1
924,say,accomplice,1
925,say,bilingualism,1
926,say,person,1
927,say,southwest,1
928,associations,keep,1
929,freeallarreste,cameroun,1
930,freendangohpatrick,freeallarreste,1
931,freendangohpatrick,keep,1
932,freendangohpatrick,plague,1
933,keep,cameroun,2
934,plague,cameroun,1
935,le,region,1
936,que,le,1
937,go,testimony,1
938,god,go,1
939,god,sacrifice,1
940,god,seem,7
941,sacrifice,act,1
942,seem,act,4
943,seem,cameroon,1
944,seem,population,1
945,seem,testimony,1
946,biya,decide,1
947,comusappactu,decide,2
948,decide,avocat,1
949,decide,greviste,2
950,appele,colere,1
951,appele,frustration,3
952,la,appele,1
953,la,pay,1
954,lobe,appele,3
955,lobe,reform,1
956,pay,communication,1
957,reform,colere,1
958,biya,give,1
959,give,detainee,1
960,give,ear,2
961,ndi,give,2
962,ndi,tell,1
963,tell,ear,1
964,agc,defend,1
965,agc,need,1
966,agc,write,1
967,defend,www,1
968,need,ambazonia,1
969,write,ambazonia,1
970,assess,claim,1
971,cameroons,assess,1
972,cameroons,come,1
973,cameroons,put,5
974,come,system,1
975,ekoka,put,4
976,ekoka,read,2
977,jawaharlal,ngoko,1
978,jawaharlal,put,7
979,jawaharlal,read,1
980,ngoko,claim,1
981,put,adviser,1
982,put,claim,6
983,put,country,1
984,put,nation,3
985,put,system,4
986,put,treatise,1
987,read,adviser,1
988,read,claim,1
989,read,country,1
990,face,charge,2
991,say,member,1
992,sg,face,2
993,sg,say,1
994,sg,take,1
995,take,member,1
996,biya,read,1
997,cameroon,barrister,1
998,cameroon,cameroon,1
999,cameroon,read,1
1000,read,crisis,1
1001,read,tone,1
1002,balla,believe,2
1003,balla,maintain,8
1004,balla,outlaw,2
1005,balla,reaffirm,11
1006,balla,start,3
1007,balla,think,18
1008,believe,federation,1
1009,believe,measure,1
1010,believe,school,2
1011,consortium,believe,1
1012,consortium,outlaw,1
1013,consortium,reaffirm,1
1014,consortium,think,2
1015,federation,believe,1
1016,federation,maintain,1
1017,federation,outlaw,1
1018,federation,reaffirm,2
1019,federation,think,4
1020,maintain,federation,1
1021,maintain,measure,2
1022,maintain,school,1
1023,maintain,state,5
1024,outlaw,country,1
1025,outlaw,federation,1
1026,outlaw,state,2
1027,reaffirm,country,2
1028,reaffirm,federation,2
1029,reaffirm,measure,6
1030,reaffirm,secession,2
1031,reaffirm,state,2
1032,start,measure,1
1033,start,state,2
1034,think,federation,5
1035,think,measure,8
1036,think,school,3
1037,think,secession,3
1038,think,state,5
1039,cross,receive,2
1040,receive,day,2
1041,country,rape,1
1042,rape,fathersunclesbrothersstudent,1
1043,focus,cameroon,1
1044,god,focus,1
1045,god,say,5
1046,say,cameroon,5
1047,dans,le,2
1048,le,banque,2
1049,cameroon,help,1
1050,cameroon,make,1
1051,help,choice,1
1052,make,choice,1
1053,believe,country,1
1054,believe,problem,2
1055,call,country,1
1056,e,believe,3
1057,e,call,1
1058,e,stand,3
1059,stand,country,2
1060,stand,republique,1
1061,camerounid1200966832mt8,lapplication,2
1062,comusappactu,camerounid1200966832mt8,1
1063,par,camerounid1200966832mt8,1
1064,celebrate,lesson,1
1065,pierre,celebrate,1
1066,pierre,regard,6
1067,regard,lesson,6
1068,arm,attaque,1
1069,nations,unie,1
1070,quest,arm,1
1071,quest,unie,1
1072,unie,an,1
1073,unie,attaque,1
1074,camerounid1200966832mt8,goo,1
1075,comusappactu,camerounid1200966832mt8,1
1076,comusappactu,slide,1
1077,slide,goo,1
1078,camerounid1200966832mt8,goo,2
1079,comusappactu,camerounid1200966832mt8,2
1080,lrc,stay,4
1081,stay,student,2
1082,stay,tactic,2
1083,david,use,2
1084,fight,might,1
1085,fight,power,2
1086,god,use,1
1087,use,might,1
1088,use,power,4
1089,use,sling,1
1090,use,u,1
1091,whistlebywhistle,fight,3
1092,whistlebywhistle,use,4
1093,cameroun,promise,1
1094,promise,appease,1
1095,arrest,goo,1
1096,camerounid1200966832mt8,goo,1
1097,comusappactu,arrest,1
1098,comusappactu,camerounid1200966832mt8,1
1099,act,life,1
1100,act,penalty,2
1101,act,terrorism,3
1102,bibixy,act,1
1103,bibixy,provide,3
1104,bibixy,ratify,1
1105,bibixy,say,3
1106,cameroon,act,3
1107,cameroon,provide,6
1108,cameroon,ratify,2
1109,cameroon,say,3
1110,constitution,act,2
1111,constitution,provide,4
1112,constitution,ratify,1
1113,constitution,say,5
1114,provide,circumstance,5
1115,provide,life,2
1116,provide,penalty,2
1117,provide,tribunal,4
1118,ratify,circumstance,2
1119,ratify,penalty,2
1120,say,circumstance,3
1121,say,penalty,4
1122,say,terrorism,1
1123,say,tribunal,3
1124,avoid,situation,1
1125,biya,discuss,1
1126,discuss,challenge,2
1127,discuss,refugee,1
1128,discuss,root,1
1129,discuss,situation,2
1130,qc,avoid,1
1131,qc,discuss,5
1132,qc,reaffirm,1
1133,reaffirm,root,1
1134,biya,click,1
1135,biya,return,2
1136,click,detail,1
1137,return,detail,1
1138,return,region,1
1139,socio,region,1
1140,west,socio,1
1141,anglophone,moin,1
1142,au,moin,1
1143,moin,manifestation,2
1144,ask,blood,1
1145,ask,prayer,1
1146,ask,recall,1
1147,curfew,repression,1
1148,god,keep,1
1149,god,reflect,1
1150,keep,blood,1
1151,keep,recall,1
1152,lord,ask,3
1153,lord,curfew,1
1154,lord,keep,1
1155,lord,reflect,4
1156,lord,suspend,1
1157,lord,torture,2
1158,reflect,prayer,2
1159,reflect,recall,2
1160,reflect,repression,1
1161,suspend,other,1
1162,torture,other,1
1163,torture,repression,1
1164,go,court,1
1165,go,freedom,3
1166,go,letter,1
1167,go,response,2
1168,ndango,go,7
1169,ndango,pay,3
1170,pay,court,1
1171,pay,lrc,1
1172,pay,response,1
1173,apex,refer,2
1174,refer,marauder,1
1175,refer,terrorism,1
1176,refer,up,4
1177,region,refer,4
1178,region,witness,2
1179,witness,marauder,1
1180,witness,up,1
1181,comusappactu,get,1
1182,get,goo,3
1183,ndi,get,2
1184,actualite,magistrature,2
1185,biya,actualite,1
1186,biya,lissu,1
1187,la,actualite,1
1188,lissu,magistrature,1
1189,camerounid1200966832mt8,lapplication,2
1190,comusappactu,camerounid1200966832mt8,2
1191,camerounid1200966832mt8,lapplication,2
1192,comusappactu,camerounid1200966832mt8,2
1193,continue,city,1
1194,continue,disposalmanagement,1
1195,continue,inhabitant,1
1196,e,continue,3
1197,e,indiscriminate,2
1198,indiscriminate,disposalmanagement,1
1199,indiscriminate,inhabitant,1
1200,centrafricain,formation,1
1201,crise,economique,1
1202,revuedepresse,centrafricain,1
1203,revuedepresse,crise,1
1204,canada,report,1
1205,report,activist,1
1206,cest,institutionnel,3
1207,dans,impose,1
1208,dans,institutionnel,3
1209,impose,commande,1
1210,institutionnel,commande,1
1211,institutionnel,et,5
1212,institutionnel,ideologique,1
1213,institutionnel,lacce,2
1214,institutionnel,projection,2
1215,je,institutionnel,3
1216,par,institutionnel,2
1217,comusappactu,rise,1
1218,denonce,rise,1
1219,rise,lapplication,2
1220,biya,say,1
1221,constitution,say,1
1222,oa,refuse,5
1223,oa,say,1
1224,refuse,other,1
1225,refuse,unrest,4
1226,say,dozen,1
1227,say,other,1
1228,say,unrest,1
1229,ak47,cart,1
1230,ak47,crowd,1
1231,ak47,guardianpost,1
1232,ak47,send,2
1233,ak47,stand,1
1234,ambanews,brief,1
1235,ambanews,send,2
1236,brief,sisiku,1
1237,cart,force,1
1238,crowd,officer,1
1239,crowd,sisiku,1
1240,guardianpost,officer,1
1241,send,corpse,2
1242,send,force,5
1243,send,officer,1
1244,send,sisiku,1
1245,stand,force,4
